PLHA,TLHA,PRHA,TRHA,PTHA,PFNA,PLNA,PTSA,PSTA,PFPB,PVSB,PKAC,PACC,PMPC,PHED,PGID,TGID,POID,PSPD,PAGE,PFGE,PBRE,PEYE,PTGH,PCPH,PLSH,PRSH,PCTH,PLTH,PRTH,PAGI,PSKI,PDPI,PPTI,PINJ,PTAK,PPBK,PRBK,PNEK,PFMK,PBTK,PTAL,PHCL,PUCL,PCEL,PLEL,TLEL,PREL,TREL,PCOL,PLPL,PGSL,PTSL,PCYL,PHLM,PSTM,PHAN,PICN,PJEN,PTEN,PCON,PSBO,PVCO,PFHO,PDRO,PTHP,PIMP,PJMP,PYRP,PSXP,PCAR,PTAR,PJER,PMOR,PKPR,PSTR,POVR,PAWR,PLWR,TLWR,PRWR,TRWR,PFAS,PMAS,PSBS,PFCS,PMCS,PFGS,PMGS,PQGS,PCHS,PFHS,PMHS,PVIS,PPOS,POPS,PTPS,PLSS,PTSS,PWSS,PFTS,PMTS,PQTS,PUTS,PVTS,PMUS,PHGT,PWGT,PCMT,PKRT,PYWT,PLHY,PJTY,PSTY,PFEx
0,0,0,0,84,Craig,Krenzel,100,84,0,51,10,62,0,7,24158,1,24158,60,23,7,0,0,50,0,8,8,15,0,0,62,0,16,1015,80,16,10,10,0,11,45,0,1,0,59,0,0,0,0,156,100,3,3,3,3,60,0,0,10,0,3,51,3,0,5,77,41,55,0,0,56,0,1,77,20,53,65,55,0,0,0,0,0,3,58,32,12,0,26,19,9,7,13,0,0,0,37,54,0,22,0,16,16,0,100,0,75,68,999,10,0,-31,0,0,125
3,3,1,1,27,Rich,Braham,95,49,0,0,23,52,0,6,271,2,271,47,33,15,0,0,87,2,0,0,19,0,0,47,1,11,1009,42,25,85,92,2,3,34,0,2,0,76,0,0,0,0,254,100,0,0,1,0,0,0,0,74,0,1,0,1,0,3,34,63,10,10,51,18,0,1,95,17,92,85,88,2,2,2,2,7,33,9,41,27,5,48,27,70,27,15,0,7,7,58,80,45,74,17,0,9,39,95,0,76,149,999,0,10,-31,0,0,136
2,3,2,3,28,Willie,Anderson,157,68,0,50,30,62,0,5,273,2,273,48,28,20,0,0,97,2,0,0,29,0,0,43,6,10,1015,77,26,90,96,0,2,15,0,0,0,88,0,0,0,0,14,100,1,1,1,0,40,0,0,71,0,1,50,1,0,1,31,88,24,8,49,27,0,1,96,36,97,93,96,2,2,2,2,43,40,25,49,31,58,21,0,18,66,15,0,9,9,100,73,81,29,50,8,13,29,157,0,77,180,999,0,8,-31,0,0,179
2,2,2,2,24,Brian,Simmons,123,82,0,46,24,85,0,5,278,2,278,83,29,6,0,0,88,1,0,0,52,0,0,86,5,17,1015,82,89,27,47,2,3,33,0,0,0,65,0,2,0,2,135,100,0,0,1,0,15,0,0,56,1,1,46,1,0,1,21,85,57,6,82,34,0,1,92,19,72,92,86,2,2,2,2,0,34,30,3,36,4,32,0,50,0,20,0,15,15,0,42,30,100,0,20,0,3,123,1,75,88,406,0,6,-31,0,0,361
7,7,7,7,22,Adrian,Ross,59,86,0,4,29,79,0,5,280,2,280,77,29,9,0,0,75,1,5,5,54,0,0,77,4,63,1009,73,86,34,49,0,8,31,0,0,0,91,0,0,0,0,42,100,1,1,1,0,50,0,0,57,1,1,4,1,0,15,36,64,58,6,80,26,0,1,90,14,74,82,75,0,2,0,2,0,34,30,3,36,4,32,0,50,0,20,2,13,13,0,42,44,100,0,20,0,3,59,1,74,96,999,0,6,-31,0,0,163
6,6,6,6,40,Peter,Warrick,1312,92,0,180,18,98,0,1,292,2,292,88,27,0,0,0,80,1,1,1,88,0,0,98,6,4,1015,84,22,19,25,0,7,44,0,0,8,98,7,7,8,8,64,100,1,1,3,0,50,0,0,80,2,4,180,4,0,1,41,72,84,4,87,53,0,1,93,17,47,86,80,0,0,0,0,0,5,61,17,51,0,31,0,17,0,22,0,3,3,87,32,0,18,0,10,0,7,1312,0,71,35,472,85,4,-31,0,0,410
7,7,7,7,16,Deltha,O'Neal,584,88,0,0,21,95,0,7,383,2,383,95,27,1,0,0,78,1,0,0,68,0,0,85,4,15,4,85,59,25,31,0,7,30,0,0,0,85,8,8,8,8,28,100,0,1,5,0,32,0,0,24,0,5,0,5,0,1,16,69,92,4,73,44,0,1,74,25,52,81,68,0,2,0,2,7,15,75,38,8,2,35,26,20,13,8,0,16,16,66,64,0,65,0,0,16,10,584,0,70,36,342,90,0,-31,0,0,311
2,2,2,2,25,Nate,Webster,1130,75,0,250,20,84,0,5,515,2,515,79,24,10,0,0,73,1,0,0,58,0,0,81,4,28,1009,82,88,34,48,0,3,31,4,0,0,77,0,0,0,0,115,100,2,2,5,2,45,0,0,58,2,5,250,5,0,3,35,74,55,4,91,27,0,1,95,36,74,84,80,2,2,2,2,19,21,19,12,41,10,54,0,79,3,27,0,14,14,100,15,1,70,2,46,0,17,1130,0,72,70,999,0,0,-31,0,0,163
5,5,5,5,28,Rogers,Beckett,207,75,0,0,16,87,0,1,624,2,624,86,27,11,0,0,81,1,0,0,56,0,0,85,4,12,1009,80,76,20,51,0,8,28,0,0,0,64,0,0,0,0,110,100,0,0,3,0,32,0,0,45,2,3,0,3,0,3,19,60,79,4,50,40,0,1,82,23,63,78,70,0,0,0,0,0,16,33,31,21,0,11,0,52,2,9,0,18,18,45,67,5,22,0,7,0,10,207,0,75,45,999,15,1,-31,0,0,161
2,2,2,2,31,Duane,Clemons,219,74,0,64,17,82,0,4,637,2,637,70,30,12,0,0,80,2,0,0,28,0,0,73,4,16,1009,74,73,35,19,0,3,19,0,0,0,71,0,2,0,2,28,100,0,0,1,0,20,0,0,92,2,2,64,2,0,1,28,63,53,8,53,23,0,1,88,22,71,80,83,3,2,3,2,6,50,41,35,44,27,31,0,84,36,20,0,10,10,19,83,36,97,0,61,5,16,219,0,77,120,999,0,1,-31,0,0,163
2,2,2,2,17,Larry,Moore,110,60,0,21,19,49,0,5,686,2,686,44,29,19,0,0,86,1,0,0,16,0,0,44,4,63,1009,61,26,85,80,0,2,17,0,0,0,77,0,2,0,2,26,100,0,0,3,0,25,0,0,50,1,3,21,3,0,15,26,37,32,6,72,23,0,1,95,24,87,72,72,2,2,2,2,60,23,20,64,24,45,16,32,13,38,27,0,7,7,94,100,13,58,41,22,20,37,110,0,74,149,999,0,0,-31,0,0,164
3,3,3,3,21,Daryl,Gardener,930,82,0,196,19,65,0,0,824,2,824,58,31,16,0,0,89,2,1,1,15,0,0,58,4,20,1009,69,87,24,27,0,3,29,0,0,0,87,2,2,2,2,17,100,0,0,4,1,36,0,0,99,2,4,196,4,0,1,19,77,55,8,54,20,0,1,69,15,89,88,87,2,2,2,2,39,16,7,41,49,10,60,0,56,37,25,0,12,12,20,100,35,62,38,0,0,22,930,0,78,135,170,0,0,-31,0,0,164
2,4,2,4,25,Reggie,Kelly,600,69,0,200,21,70,0,5,920,2,920,66,27,16,0,0,66,1,1,1,76,0,0,65,4,11,1009,73,31,56,58,0,2,62,0,0,0,63,2,5,2,5,121,100,2,2,3,0,50,0,0,82,1,4,200,4,0,2,30,49,60,5,67,61,0,1,92,26,74,77,73,0,4,0,4,0,24,39,9,20,6,38,0,58,6,22,0,4,4,0,0,14,0,6,21,0,5,600,1,76,95,265,8,1,-31,0,0,162
2,2,2,2,16,Kevin,Hardy,1400,89,0,400,23,76,0,0,1056,2,1056,74,30,0,0,0,89,2,0,0,53,0,0,69,5,2,1009,79,90,15,46,0,3,32,0,0,0,73,0,0,0,0,84,100,1,1,3,0,30,0,0,51,2,4,400,4,0,1,23,74,65,8,56,33,0,1,91,30,80,87,89,2,2,2,2,0,29,33,46,7,24,12,0,15,0,25,0,13,13,24,45,21,31,10,8,11,16,1400,1,76,90,205,0,1,-31,0,0,222
4,4,4,4,22,Patrick,Johnson,54,75,0,0,24,89,0,0,1457,2,1457,94,27,1,0,1,70,1,0,0,72,0,0,83,6,12,1009,57,17,19,29,0,1,53,6,0,0,70,0,0,0,0,160,100,0,0,1,0,22,0,0,88,2,1,0,1,0,2,29,43,91,6,63,53,0,1,90,29,51,73,63,2,2,2,2,17,20,100,18,37,0,46,0,39,18,26,0,3,3,51,33,0,9,0,45,0,13,54,0,70,31,527,55,0,-31,1,0,179
2,2,2,2,17,Kim,Herring,620,77,0,140,16,87,0,5,1474,2,1474,84,29,4,0,0,82,1,0,0,64,0,0,83,5,28,1009,64,64,29,17,0,1,33,0,0,0,62,0,0,0,0,164,100,2,2,5,0,75,0,0,22,1,5,140,5,0,2,16,67,70,7,57,36,0,1,90,26,59,84,87,3,3,3,3,4,15,61,7,41,8,37,0,50,0,26,0,17,17,100,18,10,61,0,27,0,8,620,0,72,40,999,10,0,-31,0,0,170
0,0,0,0,19,Kyle,Richardson,119,92,0,0,83,44,0,7,1476,2,1476,49,31,2,0,0,32,1,0,0,32,0,0,49,0,63,1009,76,21,17,29,0,0,19,0,4,0,59,0,0,0,0,12,100,2,2,1,0,45,0,0,10,1,2,0,2,0,15,22,32,28,7,78,25,0,1,99,88,25,74,67,2,2,2,2,1,1,90,45,25,17,24,0,37,16,18,0,20,20,100,46,0,0,0,19,19,0,119,0,74,50,386,0,1,-31,0,0,128
0,0,0,0,88,Jon,Kitna,100,88,0,0,36,55,0,4,1605,2,1605,51,31,5,0,0,80,1,0,0,18,0,0,64,1,63,1009,86,30,36,20,0,1,50,0,4,0,74,0,0,0,0,265,100,1,1,1,0,35,0,0,3,0,1,0,1,0,15,92,83,47,7,68,33,0,1,93,26,63,85,83,1,1,0,0,6,10,58,20,23,5,16,12,0,9,7,0,0,0,11,32,0,25,0,22,12,0,100,0,74,57,270,0,3,-31,0,0,265
2,4,2,4,33,Frank,Chamberlin,45,67,0,0,36,60,0,7,1722,2,1722,64,26,6,0,0,75,1,0,0,41,0,0,62,0,31,1009,76,80,26,52,0,2,32,0,4,0,57,2,2,2,2,20,100,0,0,1,0,50,0,0,55,2,1,0,1,0,5,23,29,54,4,52,29,0,1,95,33,78,63,62,2,0,2,0,38,12,35,50,37,10,48,50,100,29,22,0,14,14,19,65,25,75,10,48,0,38,45,0,73,88,999,0,1,-31,0,0,127
2,3,2,3,21,Bobbie,Williams,400,63,0,90,32,55,0,5,12085,2,12085,43,27,21,0,0,85,1,0,0,19,0,0,46,6,30,1009,75,22,81,86,0,2,30,0,0,0,88,0,0,0,0,10,100,0,0,3,0,15,0,0,63,2,3,90,3,0,2,29,47,29,4,92,20,0,1,95,21,91,73,65,3,3,3,3,26,35,73,81,15,70,19,0,0,83,9,0,8,8,0,100,73,83,44,10,27,30,400,0,75,160,999,0,0,-31,1,0,179
5,2,5,2,24,Tory,James,1322,87,0,400,23,88,0,0,12167,2,12167,88,31,7,1,0,64,2,0,0,70,0,0,87,5,14,1009,79,65,19,31,0,1,27,0,0,0,80,0,0,0,0,106,100,1,1,3,0,62,0,0,20,2,4,400,4,0,2,15,78,88,8,59,43,0,1,85,27,59,85,83,0,0,0,0,7,18,75,38,8,2,35,26,20,13,8,0,16,16,66,64,0,65,0,0,16,10,1322,0,74,30,999,15,1,-31,0,0,170
2,3,2,3,24,John,Thornton,2065,65,0,600,19,73,0,5,12210,2,12210,64,27,12,0,0,75,1,0,0,19,0,0,65,6,21,1009,84,87,36,30,0,3,34,0,0,0,79,0,0,0,0,254,100,0,0,5,0,10,0,0,97,2,6,600,6,0,2,20,74,43,5,86,28,0,1,92,15,86,87,77,0,0,0,0,59,41,0,24,28,56,23,0,0,21,39,0,12,12,100,40,50,0,66,31,0,15,2065,0,74,135,587,0,1,-31,0,0,179
6,5,6,5,25,Tony,Williams,849,66,0,36,27,75,0,7,12211,2,12211,64,29,18,0,0,72,1,0,0,23,0,0,63,4,21,1009,78,84,21,22,1,3,17,0,0,0,54,0,2,0,2,114,100,0,0,2,0,35,0,0,94,2,3,36,3,0,5,18,72,39,7,93,17,0,1,85,26,85,86,79,2,2,2,2,27,45,62,51,35,34,32,0,44,47,0,0,12,12,60,63,35,36,26,32,0,50,849,0,73,132,999,0,3,-31,1,0,163
6,5,6,5,24,Rudi,Johnson,182,87,0,0,17,92,0,5,14122,2,14122,87,24,4,0,0,89,1,0,0,64,0,0,85,5,5,1015,86,24,33,32,0,7,91,0,0,0,74,0,1,0,1,14,100,0,0,1,0,15,0,0,32,2,1,0,1,0,4,25,80,73,3,64,89,0,1,99,20,77,86,77,0,0,0,0,23,25,30,52,26,18,23,0,55,24,7,0,1,1,16,38,5,34,0,34,27,22,182,1,70,73,564,20,3,-31,1,0,256
4,4,4,4,16,Chad,Johnson,231,87,0,54,25,94,0,0,14156,2,14156,92,26,3,0,0,82,0,5,5,93,0,0,95,5,5,1015,87,19,28,30,0,11,59,0,0,24,99,0,0,0,0,161,100,1,1,2,3,40,0,1,85,2,3,54,3,0,2,19,88,92,3,61,60,0,1,86,19,68,93,86,2,2,2,2,0,20,86,0,10,5,26,0,0,0,22,0,3,3,100,70,0,33,0,7,0,0,231,0,74,32,239,60,3,-31,1,0,252
2,2,2,2,18,T.J.,Houshmandz,63,74,0,0,23,86,0,1,14157,2,14157,84,26,5,0,0,84,0,1,1,75,0,0,84,4,4,1015,69,28,35,38,0,1,57,0,0,0,75,0,0,0,0,161,100,0,0,1,0,30,0,0,84,2,1,0,1,0,7,18,32,74,3,58,44,6,1,80,16,54,68,60,0,0,0,0,0,24,86,0,10,5,26,0,0,0,22,0,3,3,100,70,0,33,0,7,0,0,63,1,73,37,999,86,3,-31,0,0,163
0,0,0,0,20,Tony,Stewart,106,80,0,0,19,69,0,0,14182,2,14182,67,24,10,0,0,75,1,0,0,70,0,0,63,5,16,1009,75,27,58,57,0,2,68,0,0,0,0,0,1,0,1,164,100,0,0,2,0,40,0,0,86,2,2,0,2,0,5,15,36,54,3,85,66,0,1,100,25,69,70,64,2,2,2,2,20,18,31,54,23,15,21,4,50,24,22,0,4,4,21,74,25,91,11,2,17,23,106,1,77,95,999,8,2,-31,0,0,170
3,3,3,3,25,Victor,Leyva,63,60,0,0,26,61,0,2,14195,2,14195,53,26,18,0,0,48,1,0,0,19,0,0,44,1,4,1015,61,16,80,79,0,3,16,0,2,0,0,0,0,0,0,9,100,0,0,1,0,35,0,0,77,2,1,0,1,0,5,25,45,24,3,70,21,0,1,92,26,84,72,72,2,2,2,2,31,28,11,34,40,48,20,31,17,34,0,0,8,8,23,75,19,66,51,0,15,7,63,0,76,155,999,0,3,-31,0,0,135
5,5,5,5,25,Justin,Smith,2500,77,0,260,24,86,0,7,14254,2,14254,74,24,13,0,0,80,1,1,1,23,0,0,69,1,4,1015,60,80,26,29,0,3,24,6,2,0,0,0,0,0,0,122,100,0,0,4,0,0,0,0,90,2,5,260,5,0,1,26,83,58,3,83,19,12,1,90,16,83,89,74,2,2,2,2,9,55,10,52,17,0,52,0,100,33,16,0,11,11,15,100,52,88,5,38,20,34,2500,0,76,110,413,0,3,-31,0,0,366
4,4,4,4,28,Kenny,Watson,84,83,0,0,19,87,0,5,14508,2,14508,86,26,3,0,1,80,1,5,5,65,0,0,83,4,63,1009,77,23,29,31,0,7,70,0,0,0,82,0,0,0,0,164,100,2,2,1,0,35,0,0,33,2,2,0,2,0,15,35,42,67,3,89,70,0,1,95,33,65,70,64,0,0,0,0,0,20,63,0,42,7,31,0,0,0,31,0,1,1,0,7,5,75,1,14,0,6,84,0,71,58,592,72,1,-31,0,0,163
0,0,0,0,19,Shayne,Graham,650,78,0,200,88,45,0,4,14776,2,14776,48,26,3,0,0,37,1,0,0,25,0,0,43,0,63,1009,69,15,18,18,0,5,23,0,2,0,62,0,0,0,0,241,100,1,1,5,0,45,0,0,17,2,5,200,5,0,15,24,45,29,3,55,23,0,1,100,90,24,82,67,0,0,0,0,1,0,92,3,11,11,17,0,0,0,13,0,19,19,100,0,0,0,10,0,0,0,650,0,72,37,551,0,1,-31,0,0,125
5,5,5,5,23,Kevin,Kaesviharn,166,75,0,0,19,79,0,7,14797,2,14797,81,27,3,0,0,45,1,1,1,60,0,0,82,0,63,1009,71,58,31,27,0,1,31,0,2,0,0,0,0,0,0,265,100,1,1,3,0,50,0,0,34,2,3,0,3,0,15,25,54,88,3,66,50,0,1,86,25,55,78,81,0,0,0,0,4,15,61,7,41,8,37,0,50,0,26,0,17,17,100,18,5,61,0,27,0,8,166,0,73,30,999,61,3,-31,0,0,132
6,6,6,6,10,Levi,Jones,1250,65,0,115,18,85,0,7,14827,2,14827,62,24,14,0,0,73,0,0,0,18,0,0,59,6,10,1015,90,23,94,92,0,12,21,0,0,0,0,0,0,0,0,9,100,1,0,4,3,25,0,0,76,0,5,115,5,0,1,10,81,35,2,65,23,0,1,96,11,91,90,78,0,0,0,0,32,25,14,50,22,31,39,0,100,8,18,0,5,5,0,82,26,82,25,64,35,18,1250,0,77,150,999,10,2,-31,0,0,179
3,2,3,2,12,Marquand,Manuel,99,75,0,9,23,83,0,7,15280,2,15280,82,24,5,0,0,50,0,0,0,52,0,0,80,5,9,1015,78,73,17,44,0,8,19,0,0,0,0,8,0,8,0,62,100,1,4,1,0,35,0,0,44,2,3,9,3,0,6,23,35,75,2,71,23,0,1,90,13,60,66,57,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,99,0,72,49,999,59,2,-31,0,0,172
2,6,2,6,27,Matt,Schobel,208,78,0,20,11,75,0,7,15358,2,15358,72,25,1,0,0,50,0,0,0,74,0,0,70,1,2,1015,60,38,55,59,0,6,60,0,2,0,0,0,0,0,0,207,100,1,1,3,0,40,0,0,89,1,4,20,4,0,3,27,47,62,2,81,66,0,1,91,13,70,76,67,0,0,0,0,15,18,31,54,23,15,21,4,50,24,22,0,4,4,21,74,25,91,1,2,17,23,208,0,77,103,999,15,2,-31,0,0,141
3,3,3,3,14,Alvin,Porter,100,78,0,26,27,83,0,5,15444,2,15444,83,27,3,0,0,75,1,0,0,61,0,0,75,4,63,1009,71,58,19,24,0,0,35,0,0,0,81,0,0,0,0,158,100,0,0,2,0,46,0,0,21,2,2,26,2,0,15,16,35,73,4,76,40,0,1,95,12,52,66,64,2,2,2,2,0,1,22,9,15,2,26,0,0,1,7,0,16,16,100,32,0,83,0,0,0,20,100,0,71,15,999,68,0,-31,0,0,161
7,7,7,7,26,Carl,Powell,176,64,0,50,22,66,0,7,16047,2,16047,63,30,10,0,0,77,1,0,0,28,0,0,64,4,26,1009,72,79,34,38,0,12,17,0,0,0,79,0,2,0,2,105,100,0,0,1,3,35,0,0,91,2,2,50,2,0,5,33,56,54,5,77,22,0,1,95,14,85,77,73,0,0,0,0,8,40,44,46,18,16,43,0,100,32,17,0,10,10,31,66,22,72,16,11,40,17,176,0,74,112,999,0,1,-31,0,0,161
0,0,0,0,88,Carson,Palmer,4000,90,0,364,17,58,0,7,16522,2,16522,58,24,6,0,0,87,0,0,0,12,0,0,60,0,1,1015,88,13,11,10,0,1,45,0,2,21,88,0,0,0,0,231,100,1,2,6,0,35,0,0,9,0,7,364,7,0,1,93,76,48,1,74,44,0,1,96,14,61,82,72,1,1,2,2,7,6,61,18,7,7,4,0,71,0,5,0,0,0,42,34,0,26,0,7,17,4,4000,0,77,75,548,10,1,-31,0,0,313
3,3,3,3,34,Eric,Steinbach,500,73,0,85,25,77,0,5,16549,2,16549,56,24,16,0,0,80,0,0,0,24,0,0,53,0,1,1015,80,11,91,86,0,12,24,0,2,0,87,0,0,0,0,89,100,0,0,4,3,10,0,0,65,2,5,85,5,0,2,19,76,17,1,84,28,0,1,93,23,90,87,79,0,0,0,0,45,30,34,43,44,45,41,0,33,51,27,0,6,6,16,73,21,65,32,22,17,15,500,0,78,137,999,0,1,-31,0,0,125
2,2,2,2,15,Kelley,Washington,201,85,0,80,22,92,0,5,16557,2,16557,90,24,5,1,0,60,0,0,0,80,0,0,89,5,1,1015,68,15,25,30,0,1,56,0,0,0,82,0,1,0,1,211,100,1,2,3,0,25,0,0,87,2,4,80,4,0,3,17,59,91,1,88,63,0,1,94,20,58,80,70,0,0,0,0,2,30,72,23,19,8,18,0,55,9,16,0,3,3,54,40,0,38,0,11,12,7,201,0,75,60,590,50,1,-31,0,0,170
5,5,5,5,15,Dennis,Weathersby,115,85,0,36,10,92,0,7,16592,2,16592,89,24,1,0,0,77,0,0,0,64,0,0,87,5,1,1015,75,52,17,44,0,7,39,0,0,0,89,8,7,8,7,161,100,1,1,2,0,45,0,0,23,2,3,36,3,0,4,12,53,87,1,90,40,0,1,68,12,55,74,64,2,2,2,2,7,15,75,38,8,2,35,26,20,13,8,0,16,16,66,64,0,65,0,0,16,10,115,0,73,44,999,69,1,-31,0,0,170
4,4,4,4,16,Scott,Kooistra,95,64,0,6,21,69,0,4,16618,2,16618,47,23,17,0,0,81,0,0,0,17,0,0,40,0,1,1015,75,12,85,79,0,3,17,0,2,0,79,6,6,6,6,138,100,0,0,2,0,40,0,0,75,1,3,6,3,0,7,37,37,31,1,69,30,0,1,94,15,90,70,60,4,4,4,4,39,30,9,38,7,43,10,74,0,40,15,0,9,9,0,62,0,0,19,52,0,0,95,0,78,156,999,0,1,-31,0,0,125
6,6,6,6,22,Jeremi,Johnson,90,80,0,0,10,70,0,7,16964,2,16964,67,23,14,0,0,85,0,0,0,69,0,0,66,5,21,1015,80,35,59,66,0,8,70,0,0,0,87,0,8,0,8,245,100,0,0,2,0,25,0,0,31,1,3,0,3,0,4,23,69,55,1,62,65,0,1,95,22,71,82,60,0,0,0,0,9,10,35,29,39,38,29,0,71,31,27,0,2,2,0,0,85,100,30,44,0,0,90,1,71,110,999,15,1,-31,1,0,171
2,3,2,3,15,Elton,Patterson,90,66,0,0,10,76,0,14,16965,2,16965,68,23,10,0,0,80,0,0,0,35,0,0,65,6,45,1015,77,68,25,15,0,3,25,0,0,0,79,7,8,7,8,225,100,0,0,2,0,34,0,0,98,2,3,0,3,0,7,12,31,60,1,75,22,0,1,95,14,68,66,53,3,2,3,2,8,40,44,46,18,16,43,0,100,32,17,0,11,11,31,66,22,72,1,11,40,17,90,0,74,111,999,0,1,-31,0,0,182
0,0,0,0,14,Khalid,Abdullah,92,62,0,12,20,80,0,14,17113,2,17113,77,25,10,2,0,73,0,0,0,52,0,0,74,4,1,1015,78,71,20,50,0,3,30,0,0,0,93,0,0,0,0,265,100,2,2,2,0,32,0,0,53,2,3,12,3,0,5,15,29,60,1,48,26,0,1,83,18,69,66,56,2,2,2,2,30,11,0,41,23,7,18,4,37,8,22,0,15,15,60,58,23,74,11,7,23,10,92,0,74,67,999,0,1,-31,0,0,162
2,5,2,5,18,Terrell,Roberts,30,88,0,0,12,85,0,7,17116,2,17116,86,23,1,0,0,75,0,0,0,57,0,0,87,5,63,1009,68,55,27,25,0,7,34,4,0,0,0,0,0,0,0,161,100,1,0,1,0,25,0,0,30,2,1,0,1,0,15,30,29,88,1,79,43,0,1,80,17,49,63,47,2,2,2,2,0,12,81,0,8,0,38,0,0,0,12,0,16,16,100,18,0,32,0,15,0,0,30,0,69,43,999,72,1,-31,0,0,170
7,7,7,7,21,Chris,Perry,570,95,0,120,15,89,0,5,17291,2,17291,88,22,4,0,0,90,0,0,0,71,0,0,83,5,26,1015,85,35,41,46,0,7,83,0,0,0,75,0,0,0,0,117,100,0,0,5,0,1,0,0,26,2,5,120,5,0,1,19,61,67,0,0,74,0,1,98,11,70,78,64,0,0,0,0,0,25,62,29,22,5,53,18,68,9,37,0,1,1,0,39,5,43,0,9,34,8,570,0,72,64,63,10,0,-31,0,0,170
5,5,5,5,17,Stacy,Andrews,118,64,0,30,12,68,0,1,17369,2,17369,48,23,19,0,0,85,0,0,0,12,0,0,49,5,27,1015,83,33,76,86,0,3,21,0,0,0,62,0,2,0,2,159,100,0,0,3,0,1,0,0,79,2,3,30,3,0,4,19,30,29,0,0,20,0,1,88,15,88,65,38,2,2,2,2,60,35,0,100,18,60,54,32,39,1,25,0,6,6,20,74,1,83,52,54,22,21,118,0,78,182,999,0,0,-31,0,0,172
2,2,2,2,9,DT,#96,160,70,0,40,8,80,0,7,17427,2,17427,64,22,16,0,0,84,0,0,0,18,0,0,64,6,18,1015,84,73,17,21,2,3,14,0,0,0,88,0,0,0,0,118,100,2,2,4,0,35,0,0,96,1,4,40,4,0,4,9,33,52,0,0,24,0,1,88,8,85,69,44,2,2,2,2,43,43,84,52,22,26,29,0,16,41,8,1,12,12,36,86,12,70,19,11,25,40,160,0,77,145,999,0,0,-31,2,0,184
7,7,7,7,20,Landon,Johnson,184,86,0,40,10,86,0,5,17451,2,17451,81,23,10,0,0,88,0,0,0,51,0,0,79,4,33,1015,77,68,18,49,0,13,45,0,0,0,80,0,0,0,0,169,100,4,2,4,3,45,0,0,47,1,4,40,4,0,3,24,19,66,0,0,40,0,1,90,19,56,61,48,0,2,0,1,0,25,62,24,50,12,16,0,100,27,9,0,15,15,0,27,58,1,0,20,16,25,184,1,74,63,999,0,0,-31,1,0,168
5,5,5,5,16,Caleb,Miller,138,85,0,42,11,77,0,7,17462,2,17462,75,24,8,0,0,87,0,0,0,42,0,0,68,0,17,1015,81,84,12,49,0,8,35,0,2,0,74,0,3,0,3,10,100,0,0,3,0,1,0,0,54,2,3,42,3,0,3,8,40,67,0,0,29,0,1,96,14,74,68,60,2,2,2,2,0,16,46,13,36,0,38,0,5,0,30,0,14,14,20,29,35,21,0,8,0,27,138,0,75,64,999,0,0,-31,0,0,132
4,4,4,4,25,Keiwan,Ratliff,260,95,0,68,14,93,0,0,17481,2,17481,88,23,5,0,0,85,0,0,0,75,0,0,93,4,17,1015,90,47,11,34,0,7,27,0,0,0,95,8,8,8,8,62,100,2,2,4,0,40,0,0,25,0,4,68,4,0,2,27,49,86,0,0,41,0,1,90,8,41,72,52,2,2,2,2,0,1,22,9,15,2,26,0,0,1,7,0,16,16,100,32,0,83,0,0,0,20,260,0,70,34,999,74,0,-31,0,0,162
7,7,7,7,26,FS,#40,323,84,0,65,8,89,0,0,17504,2,17504,86,22,3,0,1,82,0,0,0,70,0,0,90,5,24,1015,86,65,11,10,0,7,32,0,0,0,90,0,0,0,0,111,100,2,2,5,0,32,0,0,40,2,5,65,5,0,2,24,43,90,0,0,35,0,1,92,14,63,73,49,2,2,2,2,4,15,61,7,41,8,37,0,50,0,26,0,17,17,100,18,10,61,0,27,0,8,323,0,72,33,999,18,0,-31,2,0,175
0,0,0,0,80,Casey,Bramlet,94,80,0,33,10,55,0,7,24159,2,24159,48,23,7,0,1,50,0,0,0,15,0,0,50,0,17,1015,82,16,10,10,0,0,41,0,0,0,59,0,0,0,0,260,100,0,0,3,0,60,0,0,4,0,3,33,3,0,7,85,23,55,0,0,46,0,1,75,20,52,61,50,2,2,0,0,0,1,58,32,12,0,26,19,9,7,13,0,0,0,37,54,0,22,0,16,16,0,94,0,75,65,999,10,0,-31,0,0,125
2,2,2,2,33,Belton,Johnson,23,74,0,0,33,66,0,7,24160,2,24160,52,24,17,0,0,91,0,0,0,22,0,0,46,6,63,1009,72,23,76,80,0,3,16,0,0,0,69,0,2,0,2,159,100,0,0,1,0,30,0,0,73,1,1,0,1,0,15,20,26,21,1,60,25,0,1,80,18,83,65,61,2,2,2,2,33,30,11,29,44,21,41,0,55,27,27,0,5,5,16,44,33,65,24,22,17,32,23,0,78,143,999,0,1,-31,1,0,180
2,5,2,5,15,Mark,Campbell,60,78,0,5,5,71,0,7,57,3,57,65,28,12,0,1,84,1,0,0,70,0,0,65,0,63,5,80,27,59,60,0,6,50,0,2,0,57,2,2,2,2,117,100,0,0,1,0,30,0,0,84,2,1,5,1,0,15,17,48,61,5,100,61,0,1,95,11,67,71,72,2,2,2,2,4,10,46,15,16,7,4,0,74,10,0,0,4,4,0,19,13,30,0,21,5,5,60,0,78,95,999,0,1,-31,0,0,125
